item_id,item,engine_home,state,status,basis,rule_types,source_types,values_found,rule_ids,citations,official_links,snippet
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,VA,rule_without_value,,Prohibition,,,VA-0023,Va. Code § 2.2-3704(F),https://law.lis.virginia.gov/vacode/title2.2/chapter37/section2.2-3704/,"No public body shall impose extraneous, intermediary, or surplus fees or expenses to recoup the general costs of creating or maintaining records or transacting the general business of the public body."
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,WA,rule_without_value,fixed,Prohibition,,,WA-0026,RCW 42.56.120(2)(e),https://app.leg.wa.gov/RCW/default.aspx?cite=42.56.120,An agency may not impose copying charges for access to or downloading of records it routinely posts on its public internet website.
labor.review.rate,Labor rate — review / redaction ($/hr),fee_profiles:labor.review.rate,WI,value_present,ceiling,Permission/Prohibition,Appellate Decision/Statute,"$10,000",WI-0041 WI-0033,"Milwaukee Journal Sentinel v. City of Milwaukee, 2012 WI 65, 341 Wis. 2d 607 | Wis. Stat. § 19.35(3)(am), created by 2023 Wis. Act 253",https://docs.legis.wisconsin.gov/2023/related/acts/253 https://docs.legis.wisconsin.gov/statutes/statutes/19/ii/35,"A law enforcement agency may impose a fee for the actual, necessary and direct cost of redacting recorded audio or video content to the extent redaction is required by law, but may not charge if: the requester (an indivi"
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,AL,silent,,,,,,,,
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,AZ,silent,,,,,,,,
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,CA,silent,,,,,,,,
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,CO,rule_without_value,ceiling,Permission/Requirement,Statute,,CO-0018 CO-0020,C.R.S. § 24-72-205(6)(a),https://leg.colorado.gov/colorado-revised-statutes,"After the first hour, the custodian may charge a fee for research and retrieval of public records not to exceed thirty dollars per hour."
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,CT,silent,,,,,,,,
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,FL,actual_cost_or_reasonable,soft-standard,Calculation,,,FL-0025,"§ 119.07(4)(d), Fla. Stat.",https://www.flsenate.gov/Laws/Statutes/2024/119.07,"If the nature or volume of records requires extensive use of IT resources or extensive clerical/supervisory assistance, the agency may charge, in addition to actual duplication cost, a reasonable special service charge b"
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,GA,actual_cost_or_reasonable,ceiling,Requirement,,,GA-0016,O.C.G.A. § 50-18-71(c)(1),https://georgialibraries.org/librarylaws/Georgia%20Open%20Records%20Act%20(O.C.G.A.%20%C2%A7%C2%A7%2050-18-70%20through%2050-18-74).pdf,"An agency may impose a reasonable charge for search, retrieval, and redaction, but that charge shall not exceed the prorated hourly salary of the lowest paid full-time employee who, in the custodian's reasonable discreti"
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,ID,rule_without_value,ceiling,Calculation,,,ID-0020,Idaho Code § 74-102(10)(e),https://legislature.idaho.gov/statutesrules/idstat/Title74/T74CH1/SECT74-102/,"Fees for resident requests shall not exceed reasonable labor costs necessarily incurred, charged at the per-hour pay rate of the lowest-paid administrative staff employee or public official of the agency."
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,IL,value_present,ceiling,Calculation,,$100 | $20 | $40,IL-0038,5 ILCS 140/6(a-5),https://www.ilga.gov/documents/legislation/ilcs/documents/000501400K6.htm,"For a voluminous request for electronic records, a public body may charge tiered caps by data size: for non-PDF data up to $20 (<=2 MB), $40 (2-4 MB), or $100 (>4 MB); for PDF data up to $20 (<=80 MB), $40 (80-160 MB), o"
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,IN,actual_cost_or_reasonable,soft-standard,Permission,,,IN-0018,Ind. Code § 5-14-3-8(h),https://iga.in.gov/laws/2025/ic/titles/5#5-14-3-8,An agency may charge any reasonable fee agreed on in an enhanced-access contract under section 3.5 for providing enhanced access to public records.
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,KS,actual_cost_or_reasonable,ceiling,Calculation/Permission,Statute,,KS-0035 KS-0038,K.S.A. 45-219(c)(1) | K.S.A. 45-219(c)(3),https://ksrevisor.gov/statutes/chapters/ch45/045_002_0019.html,Actual costs may include the cost to review and redact the requested records but shall not include incidental costs not attributable to furnishing the requested records.
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,LA,rule_without_value,soft-standard,Requirement,Statute,,LA-0027,La. R.S. 44:32(B),https://www.legis.la.gov/Legis/Law.aspx?d=99691,"When examination is conducted outside regular working hours, persons representing the custodian are entitled to reasonable compensation, paid by the public body and funded in advance by the party demanding the extraordin"
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,MA,value_present,ceiling,Calculation/Permission,Statute,$25 | 2 hours | 4 hours,MA-0032 MA-0033 MA-0037,"M.G.L. c. 66, § 10(d)(ii) | M.G.L. c. 66, § 10(d)(iii) | M.G.L. c. 66, § 10(d)(iv)",https://malegislature.gov/Laws/GeneralLaws/PartI/TitleX/Chapter66/Section10,"For a municipality, the hourly labor rate must equal or be less than the lowest-paid capable employee's rate and shall not exceed $25 per hour, unless a higher rate is approved by the Supervisor."
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,MI,value_present,ceiling,Calculation/Permission/Prohibition,,15 minutes | 50%,MI-0034 MI-0035 MI-0036 MI-0039 MI-0041 MI-0042,Mich. Comp. Laws § 15.234(1)(a) | Mich. Comp. Laws § 15.234(1)(b) | Mich. Comp. Laws § 15.234(1)(e) | Mich. Comp. Laws § 15.234(2),https://www.legislature.mi.gov/Laws/MCL?objectName=MCL-15-234,"Labor for searching, locating, and examining records may not be charged at more than the hourly wage of the public body's lowest-paid employee capable of doing so, regardless of who performs the labor."
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,MN,actual_cost_or_reasonable,ceiling,Permission,,,MN-0008,"Minn. Stat. § 13.03, subd. 3(c)",https://www.revisor.mn.gov/statutes/cite/13.03,"When copies or electronic transmittal are requested, the responsible authority may require payment of the actual costs of searching for and retrieving the data, including employee time."
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,MO,actual_cost_or_reasonable,ceiling,Calculation/Permission,,,MO-0019 MO-0020,"§ 610.026.1(1), RSMo",https://revisor.mo.gov/main/OneSection.aspx?section=610.026,The hourly fee charged for duplicating time shall not exceed the average hourly rate of pay for clerical staff of the public governmental body.
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,NC,delegated_to_regulation_or_schedule,soft-standard,Permission/Requirement,Statute,,NC-0010 NC-0021 NC-0029,N.C. Gen. Stat. § 132-6(c) | N.C. Gen. Stat. § 132-6.2(b) | N.C. Gen. Stat. § 132-6.2(e),https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_132/GS_132-6.2.html https://www.ncleg.gov/EnactedLegislation/Statutes/HTML/BySection/Chapter_132/GS_132-6.html,"When separation of confidential from nonconfidential information is necessary to permit access, the public agency bears the cost of separation."
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,NE,silent,,,,,,,,
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,NJ,silent,,,,,,,,
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,NV,silent,,,,,,,,
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,NY,actual_cost_or_reasonable,fixed,Calculation,Statute,,NY-0027 NY-0028,N.Y. Pub. Off. Law § 87(1)(c)(i) | N.Y. Pub. Off. Law § 87(1)(c)(iv),https://www.nysenate.gov/legislation/laws/PBO/87,Actual reproduction cost may include only the hourly salary attributed to the lowest-paid agency employee who has the necessary skill to prepare the copy.
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,OH,silent,,,,,,,,
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,OK,silent,,,,,,,,
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,OR,rule_without_value,,Permission,,,OR-0021,Or. Rev. Stat. § 192.324(4)(b),https://www.oregonlegislature.gov/bills_laws/ors/ors192.html,"A public body may include in the fee the cost of attorney time spent reviewing, redacting, or segregating records into exempt and nonexempt, but may NOT include attorney time spent determining the application of ORS 192."
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,PA,defers_to_city,soft-standard,Permission,Statute,,PA-0045,65 P.S. § 67.1307(e),https://www.legis.state.pa.us/WU01/LI/LI/US/HTM/2008/0/0003..HTM,"If an agency offers enhanced electronic access to records in addition to the inspection-and-duplication access required by the act, it may establish user fees specifically for the provision of that enhanced electronic ac"
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,SC,actual_cost_or_reasonable,ceiling,Permission/Requirement,,,SC-0007 SC-0008,S.C. Code Ann. § 30-4-30(B),https://www.scstatehouse.gov/code/t30c004.php,"A public body may establish and collect reasonable fees not to exceed the actual cost of the search, retrieval, and redaction of records."
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,TN,rule_without_value,floor,Calculation,Official Guidance,,TN-0032 TN-0033,"OORC Schedule of Reasonable Charges § IV.C | OORC Schedule of Reasonable Charges §§ IV.B, IV.D, IV.E",https://www.comptroller.tn.gov/content/dam/cot/orc/documents/oorc/policies-and-guidelines/ScheduleofReasonableCharges.pdf,"The labor threshold is the first (1st) hour of labor reasonably necessary to produce requested material; a governmental entity may adopt a higher threshold, and labor may be charged only for time exceeding the threshold."
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,TX,silent,,,,,,,,
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,UT,rule_without_value,ceiling,Calculation,Statute,,UT-0031,Utah Code § 63G-2-203(2)(b),https://le.utah.gov/xcode/Title63G/Chapter2/63G-2-S203.html,An hourly staff-time charge may not exceed the salary of the lowest paid employee who has the necessary skill and training to perform the request.
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,VA,silent,,,,,,,,
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,WA,rule_without_value,,Permission,,,WA-0029,RCW 42.56.120(3),https://app.leg.wa.gov/RCW/default.aspx?cite=42.56.120,An agency may impose a customized service charge for a request that requires information-technology expertise to prepare data compilations or provide customized electronic access not used by the agency for other purposes
labor.programming.rate,Labor rate — programming / data extraction ($/hr),fee_profiles:labor.programming.rate,WI,value_present,ceiling,Permission,Statute,"$10,000",WI-0041,"Wis. Stat. § 19.35(3)(am), created by 2023 Wis. Act 253",https://docs.legis.wisconsin.gov/2023/related/acts/253,"A law enforcement agency may impose a fee for the actual, necessary and direct cost of redacting recorded audio or video content to the extent redaction is required by law, but may not charge if: the requester (an indivi"
labor.billableWhen,When labor is chargeable at all (never / always / only over N pages or N hours; paper-only scope),"fee_profiles:labor.*.billable / billableWhen{trigger,threshold,paperOnly}",AL,silent,,,,,,,,
labor.billableWhen,When labor is chargeable at all (never / always / only over N pages or N hours; paper-only scope),"fee_profiles:labor.*.billable / billableWhen{trigger,threshold,paperOnly}",AZ,silent,,,,,,,,
labor.billableWhen,When labor is chargeable at all (never / always / only over N pages or N hours; paper-only scope),"fee_profiles:labor.*.billable / billableWhen{trigger,threshold,paperOnly}",CA,rule_without_value,,Prohibition,,,CA-0024,"National Lawyers Guild, S.F. Bay Area Chapter v. City of Hayward (2020) 9 Cal.5th 488 (Appellate/Supreme Court Decision)",https://www.courts.ca.gov/opinions/documents/S252445.PDF,"For ordinary production of electronic records, an agency may not charge for the ancillary staff time of searching for and redacting/reviewing records; such time is chargeable only within the narrow data-extraction cost-s"
labor.billableWhen,When labor is chargeable at all (never / always / only over N pages or N hours; paper-only scope),"fee_profiles:labor.*.billable / billableWhen{trigger,threshold,paperOnly}",CO,rule_without_value,fixed,Permission/Prohibition/Requirement,Statute,,CO-0019 CO-0018 CO-0020 CO-0021,C.R.S. § 24-72-205(1)(b) | C.R.S. § 24-72-205(6)(a),https://leg.colorado.gov/colorado-revised-statutes,The custodian shall not impose any charge for the first hour of time expended in research and retrieval of public records.
